254,Short and long term debt increased by KRW4.8 trillion to post KRW43.4 trillion.,84,46,1430166,6,156,2,57,79,,,,,,,
255,"So the net debt was decreased by KRW3 trillion to record KRW28.2 trillion, and current ratio and debt to equity ratio was 142.9% and 112.5%, respectively.",84,46,1430166,6,235,3,58,154,,,,,,,
256,And I will move on to the next page for our cash flow highlights and this is here consolidated cash flow under K-IFRS.,85,46,1430166,6,0,0,59,118,,,,,,,
257,"There was KRW7.8 trillion cash inflow increase in net income from strong sales performance and cash flow from depreciation and amortization, and also there was KRW7.7 trillion cash decrease due to the tangible and intangible assets and dividend payment.",85,46,1430166,6,118,1,60,253,,,,,,,
258,"And as a result the ending cash balance was KRW6.4 trillion, which is KRW169 billion increased.",85,46,1430166,6,371,2,61,95,,,,,,,
259,"And this was the end of financial summary and I will move on to the revenue and profit analysis, starting on page number 14.",86,46,1430166,6,0,0,62,124,,,,,,,
260,"Page 14 analyzes sales revenue, the cumulated revenue on the third quarter of year 2011 increased by 18.2% and recorded KRW57.3 trillion.",86,46,1430166,6,124,1,63,137,,,,,,,
261,"In automotive sector, despite the negative effect of the strong Won against U.S.",87,46,1430166,6,0,0,64,80,,,,,,,
262,"dollar, our revenue was increased by KRW8.3 trillion which was supported by strong sales volume and improvements in product mix.",87,46,1430166,6,80,1,65,128,,,,,,,
263,"Revenue in finance sector also increased by KRW866 billion to KRW5.7 trillion, and it was mainly supported by strong sales volume increase from which increase of financial service penetration ratio.",88,46,1430166,6,0,0,66,198,,,,,,,
264,"Now, I will turn to the next page explaining about cost of goods sold and SG&A.",89,46,1430166,6,0,0,67,79,,,,,,,
265,"With savings affect by ongoing platform integration and cost of average selling price, the rate of cost of goods sold was decreased by 0.4% point to record 75.6%, and as sales volume increased, first nine months of SG&A increased by 12.4% to KRW8.7 trillion.",89,46,1430166,6,79,1,68,258,,,,,,,
266,"The proportion of SG&A in total revenue was 14.0%, down by 0.6% point from same period last year.",89,46,1430166,6,337,2,69,97,,,,,,,
267,"If you take a look on the bar chart on the right side, the marketing expenses was reduced by 0.5% point, and as part of conducting value pricing strategy, our marketing expense gradually has been decreased.",90,46,1430166,6,0,0,70,206,,,,,,,
268,"And warranty provision was slightly increased by 0.1% point, representing 1.6% of total revenue versus 1.5% in last year.",90,46,1430166,6,206,1,71,121,,,,,,,
269,"And let's go to the last page of the presentation, which is on operating income.",91,46,1430166,6,0,0,72,80,,,,,,,
270,And there was increase in equity method income from the relative subsidiary companies.,91,46,1430166,6,80,1,73,86,,,,,,,
271,"And also during the second quarter, there was one-off gains from the leasing of Korea aerospace.",91,46,1430166,6,166,2,74,96,,,,,,,
272,For the net non-operating income was increased 821 billion won to record 1.95 trillion won.,91,46,1430166,6,262,3,75,91,,,,,,,
273,And that concludes our presentation.,92,46,1430166,6,0,0,76,36,,,,,,,
274,Thank you very much for listening.,92,46,1430166,6,36,1,77,34,,,,,,,
275,And I'll just hand it over to Mr.,92,46,1430166,6,70,2,78,33,,,,,,,
276,Chung.,92,46,1430166,6,103,3,79,6,,,,,,,
277,"Hello, hi this is Mr.",93,47,1430166,5,0,0,0,21,,,,,,,
278,Chung.,93,47,1430166,5,21,1,1,6,,,,,,,
279,The question-and-answer session will be conducted electronically.,93,47,1430166,5,27,2,2,65,,,,,,,
280,[Instructions].,93,47,1430166,5,92,3,3,15,,,,,,,
281,"I will now pause a moment to %  everyone, its chance to signal.",93,47,1430166,5,107,4,4,63,,,,,,,
282,"Operator, please go ahead.",93,47,1430166,5,170,5,5,26,,,,,,,
283,And there are no questions in the queue at this time.,94,48,1430166,4,0,0,0,53,,,,,,,
284,Actually we just had a question up here.,94,48,1430166,4,53,1,1,40,,,,,,,
285,We'll take your first question from Benjamin Moyer with BlackRock.,94,48,1430166,4,93,2,2,66,,,,,,,
286,"Yes, thanks, thanks.",95,49,1430166,7,0,0,0,20,,,,,,,
287,I guess this is a simple but complex question.,95,49,1430166,7,20,1,1,46,,,,,,,
288,"Given your revenue increase and your volume increase for the first nine months, which was quite large, the increase in your profit is – although your rate of increase and profit exceeds your rate of increase in revenue, it doesn't seem to be that much scale benefit here.",95,49,1430166,7,66,2,2,273,,,,,,,
289,And I am wondering if you could – I know the U.S.,95,49,1430166,7,339,3,3,51,,,,,,,
290,"dollar-wan moved against you, but the wan-euro moved in your favor, so I'm just wondering if you could kind of highlight some of the factors that may have depressed your profit growth in this nine-month period or in the last three months.",95,49,1430166,7,390,4,4,238,,,,,,,
291,"Mainly, the – I can say, the first, our – the volume growth, it was around 11% and the wholesale base around 10%, compared to the last year for the nine months.",96,50,1430166,,0,0,0,164,,,,,,,
292,"So it's one of the reasons, and another reason is our utilization was improved also, compared with the last year.",96,50,1430166,,164,1,1,113,,,,,,,
293,And then the – for the profit side our ASP trend was something improved.,97,50,1430166,,0,0,2,74,,,,,,,
294,"We disclosed only our ASP, based upon Korean factories, but for the domestic sales from the Korean factory, I mean the ASP was increased around 4.3%, but export portion was increased to 18% compared with the last year, the nine months.",97,50,1430166,,74,1,3,235,,,,,,,
295,"So to combine those three factors, it brings to us the increase in our revenue and the profit side.",98,50,1430166,,0,0,4,99,,,,,,,
296,And then the thing that we are focusing on right now is the value pricing strategy.,98,50,1430166,,99,1,5,83,,,,,,,
297,"I mean based up on the strong need from the customer side, we tried our best to less depending over the incentives.",98,50,1430166,,182,2,6,115,,,,,,,
298,"So as you know the in the U.S., our incentive varies to the lowest level to U.S.",98,50,1430166,,297,3,7,80,,,,,,,
299,"$1,060 average achieved this September.",98,50,1430166,,377,4,8,39,,,,,,,
300,"And then – we are keep going the platform in duration strategy, so the periods just on the third quarter the global base – platform inflation proportion was increased at 55%.",98,50,1430166,,416,5,9,178,,,,,,,
301,Last year that was only 31% at the global basis.,98,50,1430166,,594,6,10,48,,,,,,,
302,"So when combing those two factors, the decrease – the cost of the goods, so combing those factors our profits increase.",99,50,1430166,,0,0,11,121,,,,,,,
303,So I can't say that that's the reason why we can increasing the our revenue and profit also.,99,50,1430166,,121,1,12,92,,,,,,,
304,"Right, right.",100,51,1430166,7,0,0,0,13,,,,,,,
305,But I was kind of surprised that you didn't have a higher growth in profit.,100,51,1430166,7,13,1,1,75,,,,,,,
306,"So I was wondering, I understand those factors were all positive, but I was wondering what factors were negative for you outside of the won U.S.",100,51,1430166,7,88,2,2,144,,,,,,,
307,dollar?,100,51,1430166,7,232,3,3,7,,,,,,,
308,"One second, please...",101,52,1430166,,0,0,0,21,,,,,,,
309,"So actually the revenue growth is much less than the profit growth for Hyundai compared to the last year, same period.",102,52,1430166,,0,0,1,118,,,,,,,
310,The consolidated basis our revenue growth was 18% compared to the profit growth of 34%.,102,52,1430166,,118,1,2,87,,,,,,,
311,"Well, as Mr.",102,52,1430166,,205,2,3,12,,,,,,,
312,"Chung mentioned, it's caused by the higher integrated proportion and now we have much better economies of scale benefit here.",102,52,1430166,,217,3,4,125,,,,,,,
313,Okay.,103,53,1430166,7,0,0,0,5,,,,,,,
314,And could I ask another question?,103,53,1430166,7,5,1,1,33,,,,,,,
315,Yes.,104,54,1430166,,0,0,0,4,,,,,,,
316,You have both your retail and your wholesale volume in this presentation.,105,55,1430166,7,0,0,0,73,,,,,,,
317,"So if I compare those two numbers, if I subtract your retail sales from your wholesale sales, that should give me the change in inventory, assuming these two numbers are comparable.",105,55,1430166,7,73,1,1,181,,,,,,,
318,"If so, it would appear that your global inventory decreased by around 70,000 units over the nine month, does this makes sense to you, or is it – am I missing something here?",105,55,1430166,7,254,2,2,175,,,,,,,
319,"Yeah, well, it looks that way, so, well, it's not exact but almost a similar numbers you can...",106,56,1430166,,0,0,0,95,,,,,,,
320,Okay.,107,57,1430166,7,0,0,0,5,,,,,,,
321,"So what's that – you mentioned value pricing strategy and you are reducing your incentive, but what about the possibility that you will increase your price?",107,57,1430166,7,5,1,1,158,,,,,,,
322,"Or that you will increase, you raise the price more than the content, as the value of the content is increasing on your new products.",107,57,1430166,7,163,2,2,133,,,,,,,
323,"It seems that the supply for your product is tight globally, so there seems to be an opportunity for you to raise price, not just reduce your incentive, so what is your view on that point?",107,57,1430166,7,296,3,3,188,,,,,,,
324,"This year, we already increased MSRP for some of our models a couple of times already.",108,58,1430166,,0,0,0,86,,,,,,,
325,"And yes, first step to achieve the value pricing strategy is reducing the incentive, but after that, yes, we need to increase the MSRP.",108,58,1430166,,86,1,1,135,,,,,,,
326,Since we don't have much inventories and customers are still looking for the cars.,108,58,1430166,,221,2,2,82,,,,,,,
327,So I think there are possibilities that we can increase the price.,108,58,1430166,,303,3,3,66,,,,,,,
328,"On the MSRP increases that you just mentioned, could you just give me a few examples?",109,59,1430166,7,0,0,0,85,,,,,,,
329,"Were those on vehicles in the domestic market or were they exports, or is there any example that you can give me?",109,59,1430166,7,85,1,1,113,,,,,,,
330,"Well, in U.S.",110,60,1430166,,0,0,0,13,,,,,,,
331,"market the price of Sonata has been increased and also for some other models, not all the models, but some models that we maintain such a low inventories and high interest from the customers, yes, we did.",110,60,1430166,,13,1,1,204,,,,,,,
332,Okay.,111,61,1430166,7,0,0,0,5,,,,,,,
333,And I don't know if there is no other questions -- maybe I should just let someone else ask a question.,111,61,1430166,7,5,1,1,103,,,,,,,
334,Okay.,111,61,1430166,7,108,2,2,5,,,,,,,
335,"
            ",112,62,1430166,,0,0,0,13,,,,,,,
336,Okay.,113,63,1430166,7,0,0,0,5,,,,,,,
337,"Operator, do we have any other questions?",114,64,1430166,,0,0,0,41,,,,,,,
338,We do have two others questions in the queue.,115,65,1430166,4,0,0,0,45,,,,,,,
339,Okay.,116,66,1430166,7,0,0,0,5,,,,,,,
340,I'll stop.,116,66,1430166,7,5,1,1,10,,,,,,,
341,Okay.,117,67,1430166,,0,0,0,5,,,,,,,
342,The next we will hear from ,118,68,1430166,4,0,0,0,27,,,,,,,
343,"Hi, gentlemen.",119,69,1430166,,0,0,0,14,,,,,,,
344,"One question from me, it's regarding there's been some talk in the press about trade deals in the auto space between Europe and Korea, and I know some of the European companies have complained about barriers, of being able to penetrate the Korean market.",119,69,1430166,,14,1,1,254,,,,,,,
345,Can you talk about what those barriers are and are you concerned at all from some pretty competitive products from the likes of Volkswagens and BMWs and whatnot if there is some very favorable deals made with the Europeans?,119,69,1430166,,268,2,2,223,,,,,,,
346,Thanks.,119,69,1430166,,491,3,3,7,,,,,,,
347,Hold on a second.,120,70,1430166,,0,0,0,17,,,,,,,
348,Especially European makers we had FTA's agreement with the EU.,121,70,1430166,,0,0,1,62,,,,,,,
349,"So well, we reduced the tariff imported from the European countries, since July this year.",121,70,1430166,,62,1,2,90,,,,,,,
350,"So but they can have much better price competitiveness in domestic markets and we recognized that in domestic market, their market shares or the sales has been increased dramatically.",121,70,1430166,,152,2,3,183,,,,,,,
351,So I don't think it's there's certain barriers they're facing difficulties in domestic market.,121,70,1430166,,335,3,4,94,,,,,,,
352,Okay.,122,71,1430166,,0,0,0,5,,,,,,,
353,So it's only the tariff right now and is there a risk of that tariff being reduced further?,122,71,1430166,,5,1,1,91,,,,,,,
354,"Well, yeah, it will be go away to the 0% in year 2016.",123,72,1430166,,0,0,0,54,,,,,,,
355,Okay.,124,73,1430166,,0,0,0,5,,,,,,,
356,And what are your thoughts on your market share position relative to this decreasing tariff?,124,73,1430166,,5,1,1,92,,,,,,,
357,And what do you think the Europeans could gain in market share at your expense?,124,73,1430166,,97,2,2,79,,,,,,,
358,"Well, in domestic markets, we already have over 45% of market share.",125,74,1430166,,0,0,0,68,,,,,,,
359,"So, and also that we are not actually competing with the premium brands like BMW or Mercedes.",125,74,1430166,,68,1,1,93,,,,,,,
360,"So we don't think there, the expansion in the Korean market will hurt our sales, and for that lowered mass production brand like Volkswagen, also – they are expanding the presence in domestic market.",125,74,1430166,,161,2,2,201,,,,,,,
361,But I believe the quality of the product itself is almost a similar level with the Volkswagen and the Hyundai.,125,74,1430166,,362,3,3,110,,,,,,,
362,So we try to bring the customers back from the ,125,74,1430166,,472,4,4,47,,,,,,,
363,Okay.,126,75,1430166,,0,0,0,5,,,,,,,
364,Thank you.,126,75,1430166,,5,1,1,10,,,,,,,
365,Next question will come from Perry Vickery with Columbia Management.,127,76,1430166,4,0,0,0,68,,,,,,,
366,Thanks for taking my question.,128,77,1430166,8,0,0,0,30,,,,,,,
367,Two questions if I could.,128,77,1430166,8,30,1,1,25,,,,,,,
368,"Your operating margin in the auto side are up around 10% or 11%, is there a long term target?",128,77,1430166,8,55,2,2,93,,,,,,,
369,"In other words, do you think you can continue to raise that or are your initiatives like platform integration and things like that, mostly just to sustain that margin level?",128,77,1430166,8,148,3,3,173,,,,,,,
370,"And then second question, can you talk a little bit about your capacity utilization right now and is there a possibility, for say, more overtime or anything like that to increase that, or will production for next year just grow at your increase in capacity?",129,77,1430166,8,0,0,4,257,,,,,,,
371,Thanks.,129,77,1430166,8,257,1,5,7,,,,,,,
372,"For the Op margin, we don't have any, the set up target for these factories, but as I mentioned our strategy is we are focused on how we can improve our quality growth.",130,78,1430166,,0,0,0,168,,,,,,,
373,"I mean the quality is not only the product quality, but also the brand quality.",130,78,1430166,,168,1,1,79,,,,,,,
374,"And then, I mean, given that, will be Op improvement.",130,78,1430166,,247,2,2,53,,,,,,,
375,"So – and then there are one more thing is year 2013, so integrated platform portion maybe gradually increased to 100%.",131,78,1430166,,0,0,3,120,,,,,,,
376,"So under this situation, if the whole circumstances that similar like this kind of levels, we believe that our margins level can be improved.",131,78,1430166,,120,1,4,141,,,,,,,
377,"But as you know the OP margins or the profit was combined with a lot of factors that only come from inside the various matters, so from the outside matters.",131,78,1430166,,261,2,5,156,,,,,,,
378,So the – our strategy is to – we want to keep going and we want to keep the sustainability of the – this kind of the high margins as a best OEM brand.,131,78,1430166,,417,3,6,156,,,,,,,
379,"And therefore capacity, is nowadays we have the 3.87 million capacity, and then we are – this year, we start with Russia plants and then our Czech plant today adding 100k more by changing there, the working shift, from two shift to the three shifts.",131,78,1430166,,573,4,7,251,,,,,,,
380,"And last year the China third plant, we will be starting in the middle of the next year with 300k capacity, and Brazilian plant will be started at the end of 2012.",131,78,1430166,,824,5,8,163,,,,,,,
381,"So our total capacity will be 4.32 million at end of the 2012, and after that time, we don't have the any specific plan to adding another capacity, global basis.",131,78,1430166,,987,6,9,161,,,,,,,
382,"I guess, this could – the current capacity utilization, are you running above a 100% or how is it right now?",132,79,1430166,8,0,0,0,110,,,,,,,
383,The key to our third quarter is our total utilization.,133,80,1430166,,0,0,0,54,,,,,,,
384,"I mean, global utilization was the 105%, and if you divide the Korean plant is the 99%, and overseas plant is 110%.",133,80,1430166,,54,1,1,115,,,,,,,
385,"For the disc utilization based upon our design the capacity, I mean design the capacity meaning is the five days, 10 hours and two shift based.",133,80,1430166,,169,2,2,143,,,,,,,
386,So if we work in the Saturday or something over work we can expect our – the utilization can be adding the 10% to 15% more based upon the designs capacities.,133,80,1430166,,312,3,3,159,,,,,,,
387,"But it's already different, I mean the area by areas.",134,80,1430166,,0,0,4,53,,,,,,,
388,"One example is there last month our Chinese operation they made the 73,000 units that's over 140% of the utilization for their month fees.",134,80,1430166,,53,1,5,138,,,,,,,
389,Sometimes we can't do that kind of oral work but the general price we can say over 10% to 15% more from the designed capacity if the regional numbers is over time – from the over time.,134,80,1430166,,191,2,6,186,,,,,,,
390,All right.,135,81,1430166,8,0,0,0,10,,,,,,,
391,Thank you very much.,135,81,1430166,8,10,1,1,20,,,,,,,
392,And we have no further questions.,136,82,1430166,4,0,0,0,33,,,,,,,
393,Okay.,137,83,1430166,5,0,0,0,5,,,,,,,
394,Thank you very much.,137,83,1430166,5,5,1,1,20,,,,,,,
395,Okay.,138,84,1430166,6,0,0,0,5,,,,,,,
396,Well thank you very much for joining today's call.,138,84,1430166,6,5,1,1,50,,,,,,,
397,Have a great evening.,138,84,1430166,6,55,2,2,21,,,,,,,
398,"Thank you, good bye.",138,84,1430166,6,76,3,3,20,,,,,,,
399,And that concludes today's conference.,139,85,1430166,4,0,0,0,38,,,,,,,
400,Thank you everyone for joining us today.,139,85,1430166,4,38,1,1,40,,,,,,,
401,"Good day, everyone.",140,86,1449281,9,0,0,0,19,,,,,,,
402,We will now begin our conference call today.,140,86,1449281,9,19,1,1,44,,,,,,,
403,"I would like to turn the conference over to your moderator, Mr.",140,86,1449281,9,63,2,2,63,,,,,,,
404,"Sung-Yop Chung of Daiwa Capital Markets, Korea.",140,86,1449281,9,126,3,3,47,,,,,,,
405,"Hi, there.",141,87,1449281,10,0,0,0,10,,,,,,,
406,This is S.Y.,141,87,1449281,10,10,1,1,12,,,,,,,
407,Chung of Daiwa Capital Markets.,141,87,1449281,10,22,2,2,31,,,,,,,
408,"Despite Hyundai's automotive division's operating profit margin recording a record high of 10.6% for the fourth quarter, numbers have slightly missed the Bloomberg consensus, mainly due to a one-off cost from its finance division, but I think the fundamentals do remain intact and I think the prospects do look bright for 2012.",141,87,1449281,10,53,3,3,327,,,,,,,
409,Let's hear more about this from Hyundai Motor Company.,142,87,1449281,10,0,0,4,54,,,,,,,
410,Let me turn the conference over to Mr.,142,87,1449281,10,54,1,5,38,,,,,,,
411,Kang of HMC's IR team.,142,87,1449281,10,92,2,6,22,,,,,,,
412,Mr.,142,87,1449281,10,114,3,7,3,,,,,,,
413,Kang?,142,87,1449281,10,117,4,8,5,,,,,,,
414,"Thank you, Mr.",143,88,1449281,11,0,0,0,14,,,,,,,
415,Chung.,143,88,1449281,11,14,1,1,6,,,,,,,
416,And thank you and welcome to our earning conference call.,143,88,1449281,11,20,2,2,57,,,,,,,
417,My name is [Min Yu Kang].,143,88,1449281,11,77,3,3,25,,,,,,,
418,I'm a member of the IR team in Hyundai Motor Company and I will be your presenter today.,143,88,1449281,11,102,4,4,88,,,,,,,
419,"Before I begin, I'd like to cover a few items.",144,88,1449281,11,0,0,5,46,,,,,,,
420,"A copy of the presentation material that I'll be using today has been posted on our Investor Relation website, and all the growth rate I'll be mentioning today will be year-over-year basis unless I specify them.",144,88,1449281,11,46,1,6,211,,,,,,,
421,"So now I'll initiate this conference call with a brief statement on the sales performance of the company in year 2011, and after that will cover the financial result.",145,88,1449281,11,0,0,7,166,,,,,,,
422,"So starting page five, this is the summary of retail sales.",146,88,1449281,11,0,0,8,59,,,,,,,
423,The total global retail sales volume in 2011 increased by 10.8% and recorded total 4.1 million units.,146,88,1449281,11,59,1,9,101,,,,,,,
424,"The sales in domestic market increased by 3.7% and recorded 682,000 units.",146,88,1449281,11,160,2,10,74,,,,,,,
425,"And in overseas market, there was unstable global economy situations by financial crisis in Europe and inflation risk in emerging market.",146,88,1449281,11,234,3,11,137,,,,,,,
426,"And despite of those negative situations, our overseas retail sales have reached 3.42 million units, which was a 12.3% increase.",146,88,1449281,11,371,4,12,128,,,,,,,
427,And this was mainly supported from improving product competitiveness and successful introduction of strategic models in each market.,146,88,1449281,11,499,5,13,132,,,,,,,
428,U.S.,147,88,1449281,11,0,0,14,4,,,,,,,
429,"and China market increased by 20% and 6.7%, respectively, and led overseas growth.",147,88,1449281,11,4,1,15,82,,,,,,,
430,And our sales in Europe and rest of the other market also maintained its growth momentum.,147,88,1449281,11,86,2,16,89,,,,,,,
431,Now let's move on to the next page for the more detail in major markets.,148,88,1449281,11,0,0,17,72,,,,,,,
432,"In Korean market, the sales volume 2011 increased by 3.7% against year 2010 and recorded 682,000 unit sales.",148,88,1449281,11,72,1,18,108,,,,,,,
433,It was supported by our strong sales of Grandeur and Elantra.,148,88,1449281,11,180,2,19,61,,,,,,,
434,"Particularly, strong sales of Grandeur also helped us to increase proportion of our large car segment, which showed 102% of growth compared to the previous year.",148,88,1449281,11,241,3,20,161,,,,,,,
435,In U.S.,149,88,1449281,11,0,0,21,7,,,,,,,
436,"market, the YF Sonata continually experiencing a high level of customers' demand.",149,88,1449281,11,7,1,22,81,,,,,,,
437,"And together with the successful introduction of Elantra, our sales volume in U.S.",149,88,1449281,11,88,2,23,82,,,,,,,
438,"market increased by 20% to 646,000 units.",149,88,1449281,11,170,3,24,41,,,,,,,
439,"And at the same time, our market share in U.S.",149,88,1449281,11,211,4,25,46,,,,,,,
440,"market also increased to record 5.1%, up by 0.5% point against previous year.",149,88,1449281,11,257,5,26,77,,,,,,,
441,"And according to the Interbrand, the brand value of Hyundai Motor climbed up by 19.3% from a year before and we were recognized as the fastest growing automotive brand.",150,88,1449281,11,0,0,27,168,,,,,,,
442,"And with such improvement in brand value, we were able to maintain our sales growth in U.S.",150,88,1449281,11,168,1,28,91,,,,,,,
443,even with the lowest level of incentive spending.,150,88,1449281,11,259,2,29,49,,,,,,,
444,"And in Europe, the industry demand decreased by 1.5% in 2011 compared to the previous year.",151,88,1449281,11,0,0,30,91,,,,,,,
445,"Despite of demand decrease, the expanding sales of ix20 and ix35 helped us to expand the market share in MPV and SUV segment.",151,88,1449281,11,91,1,31,125,,,,,,,
446,"And along with expanding MPV and SUV market share, the passenger vehicle also expanded its segment with newly launched i40 and Veloster.",151,88,1449281,11,216,2,32,136,,,,,,,
447,"And as a result, the sales in European market maintained growth momentum and increased by 11.3% to 403,000 unit sales in 2011.",151,88,1449281,11,352,3,33,126,,,,,,,
448,Now let's move on to the next page to cover wholesales of individual plants.,152,88,1449281,11,0,0,34,76,,,,,,,
449,"The total wholesales in 2011 recorded 4.06 million units, which was 12.4% increase compared to year 2010.",152,88,1449281,11,76,1,35,105,,,,,,,
450,Korea production and sales including exports was increased by 8.9% to 1.88 million units.,153,88,1449281,11,0,0,36,89,,,,,,,
451,The overseas production and sales was increased 14.4% to 2.17 million units.,153,88,1449281,11,89,1,37,76,,,,,,,
452,Strong sales in overseas market was supported by new Russia plant operation and successful introduction of local strategic models in each market.,153,88,1449281,11,165,2,38,145,,,,,,,
453,"In sales mix by segment, which is on the right side of the page, the high oil price has increased demand of small and fuel efficient cars, and we do have strong lineup in small and fuel efficient car segment, which led our sales growth.",154,88,1449281,11,0,0,39,236,,,,,,,
454,"The mix proportion by segment remains similar to previous year, and this was it for our sales summary.",154,88,1449281,11,236,1,40,102,,,,,,,
455,And now I'll move onto our financial summary starting from page number nine.,155,88,1449281,11,0,0,41,76,,,,,,,
456,Page nine shows the consolidated income statement.,155,88,1449281,11,76,1,42,50,,,,,,,
457,"With increased number of unit sales and increased average selling price, our sales revenue increased by 16.1% against last year and recorded KRW77.8 trillion during 2011.",155,88,1449281,11,126,2,43,170,,,,,,,
458,"Gross profit increased by 20.2% to KRW18.9 trillion, and at the same time, the rate of cost of goods sold decreased by 0.8% point to record 75.7%.",155,88,1449281,11,296,3,44,146,,,,,,,
459,Improving cost of goods sold was mainly supported by cost savings from ongoing platform integrations.,155,88,1449281,11,442,4,45,101,,,,,,,
460,SG&A was increased by 10.9% and recorded KRW10.9 trillion.,156,88,1449281,11,0,0,46,58,,,,,,,
461,"The proportion of SG&A in sales revenue was 14%, which is up by 0.7% point and operating profit margin was 10.4%, which was 1.6% point increase against last year.",156,88,1449281,11,58,1,47,162,,,,,,,
462,"Including non-controlling interest, the recurring profit and net profit increased by 39.5% and 35.1% respectively and reached KRW10.4 trillion and KRW8.1 trillion each.",157,88,1449281,11,0,0,48,168,,,,,,,
463,It was mainly benefited from increase in equity income.,157,88,1449281,11,168,1,49,55,,,,,,,
464,And so let's move on to the next page for review of each business sector.,158,88,1449281,11,0,0,50,73,,,,,,,
465,"Sales revenue of Automotive division was KRW67.1 trillion, which is up by KRW9.8 trillion from 2010, and its proportion in total revenue is 86.3%.",158,88,1449281,11,73,1,51,146,,,,,,,
466,Revenue in Finance division increased by KRW768 billion and revenue in rest of the other divisions are increased by KRW210 billion.,158,88,1449281,11,219,2,52,131,,,,,,,
467,"As a result, the total sales revenue increased by KRW10.8 trillion to total KRW77.8 trillion.",158,88,1449281,11,350,3,53,93,,,,,,,
468,"Operating profit of Automotive division before consolidation adjustment was KRW6.8 trillion, up by KRW2.16 trillion against 2010.",159,88,1449281,11,0,0,54,129,,,,,,,
469,Finance and other divisions recorded KRW1.2 trillion and KRW192 billion respectively.,159,88,1449281,11,129,1,55,85,,,,,,,
470,"And total operating profit after applying consolidation adjustment is KRW 8.1 trillion, which is KRW2.15 trillion increase from 2010.",159,88,1449281,11,214,2,56,133,,,,,,,
471,And next page is about the – next page shows the consolidated balance sheet.,160,88,1449281,11,0,0,57,78,,,,,,,
472,Cash and cash equivalent increased by KRW1.78 trillion to KRW15.4 trillion.,160,88,1449281,11,78,1,58,75,,,,,,,
473,Short and long-term debt increased by KRW4.74 trillion resulting in net debt of KRW27.9 trillion.,160,88,1449281,11,153,2,59,97,,,,,,,
474,"But if you exclude the Finance and other divisions, the Automotive division has recorded net cash of KRW5.9 trillion, which is increased by KRW1.14 trillion against last year.",160,88,1449281,11,250,3,60,175,,,,,,,
475,"The cash and cash equivalents of Automotive division was KRW12.6 trillion, increased by KRW1.8 trillion from 2010.",160,88,1449281,11,425,4,61,114,,,,,,,
476,"Also, we are maintaining stable financial structure with stable current ratio and debt equity ratio, which is 147.5% and 107.5% respectively.",160,88,1449281,11,539,5,62,141,,,,,,,
477,"And moving on to the next page, this is the consolidated cash flow.",161,88,1449281,11,0,0,63,67,,,,,,,
478,There was KRW10.4 trillion cash inflow with increase in net income from strong sales performance and cash flow from depreciation and amortization.,161,88,1449281,11,67,1,64,146,,,,,,,
479,"On the other hand, there was KRW10.4 trillion cash decrease due to the tangible and intangible asset and dividend payment.",162,88,1449281,11,0,0,65,122,,,,,,,
480,"As a result, the ending cash balance was KRW6.23 trillion, which was KRW16 billion increase from year 2010.",162,88,1449281,11,122,1,66,107,,,,,,,
481,This was end of financial summary and I'll move on to the revenue and profit analysis starting on page 14.,163,88,1449281,11,0,0,67,106,,,,,,,
482,This page analyzes sales revenue.,163,88,1449281,11,106,1,68,33,,,,,,,
483,The cumulated revenue of 2011 increased by 16.1% and recorded KRW77.8 trillion.,163,88,1449281,11,139,2,69,79,,,,,,,
484,"In Automotive sector, despite the negative effects from strong won against the U.S.",163,88,1449281,11,218,3,70,83,,,,,,,
485,"dollar, our revenue was increased by KRW9.8 trillion, which was supported by strong sales volume and improvement in product mix.",163,88,1449281,11,301,4,71,128,,,,,,,
486,"Revenue in Finance sector also increased by KRW768 billion to post KRW7.3 trillion, which was also supported by strong sales volume increase along with increase of finance service penetration ratio.",164,88,1449281,11,0,0,72,198,,,,,,,
487,"Now, I'll turn to the next page explaining about cost of goods sold and SG&A.",165,88,1449281,11,0,0,73,77,,,,,,,
488,"With continuing saving affect by platform integration and higher utilization, the rate of cost of goods sold was decreased by 0.8% point to record 75.7%.",165,88,1449281,11,77,1,74,153,,,,,,,
489,"And as sales volume increased, the SG&A increased by 10.4% to KRW10.8 trillion.",165,88,1449281,11,230,2,75,79,,,,,,,
490,"The proportion of SG&A in total revenue was 14%, which is down by 0.7% point from a year ago.",165,88,1449281,11,309,3,76,93,,,,,,,
491,"And if you take a look on the pie chart on the right side, the marketing expense was reduced by 0.4% point.",165,88,1449281,11,402,4,77,107,,,,,,,
492,"As part of conducting value pricing strategy, our marketing expense has been gradually decreased.",166,88,1449281,11,0,0,78,97,,,,,,,
493,"And with increased unit in operation, the warranty provision was slightly increased by KRW1.2 trillion, but its proportion in revenue has decreased by 0.2% point, representing 1.5% of total revenue.",166,88,1449281,11,97,1,79,198,,,,,,,
494,And let's move on to the last – I mean next page which is the net non-operating income.,167,88,1449281,11,0,0,80,89,,,,,,,
495,"There was increase in equity method income from related subsidiary company, and also during the second quarter, there was one-off gain from the leasing of Korea Aerospace.",167,88,1449281,11,89,1,81,171,,,,,,,
496,So the net non-operating income was increased by KRW799 billion to record KRW2.37 trillion won.,167,88,1449281,11,260,2,82,95,,,,,,,
497,"And now, I'll move on to the last part of the presentation, which is 2012 business plan, which is on page 18.",168,88,1449281,11,0,0,83,109,,,,,,,
