498,"For 2012, the domestic wholesale plan is 1,945,000 units, 3.2% increase from 2011 and overseas wholesale plan is 2,345,000 units.",168,88,1449281,11,109,1,84,129,,,,,,,
499,"In total, the global wholesale plan will be 4,290 million units, which is – I'm sorry, 4.29 million units, which is 5.7% increase from 2011.",168,88,1449281,11,238,2,85,142,,,,,,,
500,"And beginning of production at China third plant and Brazil plant will bring 7.8% unit production increase, resulting 2.35 million overseas plant sales number.",168,88,1449281,11,380,3,86,159,,,,,,,
501,Czech plant increased working shift will be applying full year in 2012 and will increase its production capacity.,169,88,1449281,11,0,0,87,113,,,,,,,
502,And U.S.,169,88,1449281,11,113,1,88,8,,,,,,,
503,plant will continues to increase its brand quality and values rather than quantities as part of conducting value pricing strategy.,169,88,1449281,11,121,2,89,130,,,,,,,
504,"The China plant increased its sales by 6.8%, resulting 790,000 units with the beginning of third China plant.",169,88,1449281,11,251,3,90,109,,,,,,,
505,"Sales of India plant will increase by 2.3%, selling 630,000 units, with YF Sonata and new Elantra.",169,88,1449281,11,360,4,91,98,,,,,,,
506,And this concludes the 2011 earning conference call – I mean earning presentation.,170,88,1449281,11,0,0,92,84,,,,,,,
507,Thank you and I'll hand over this to Mr.,170,88,1449281,11,84,1,93,40,,,,,,,
508,Chung.,170,88,1449281,11,124,2,94,6,,,,,,,
509,"Hello, Mr.",170,88,1449281,11,130,3,95,10,,,,,,,
510,Chung?,170,88,1449281,11,140,4,96,6,,,,,,,
511,"Thank you, Mr.",171,89,1449281,10,0,0,0,14,,,,,,,
512,Kang.,171,89,1449281,10,14,1,1,5,,,,,,,
513,"Thank you, Mr.",171,89,1449281,10,19,2,2,14,,,,,,,
514,Kang.,171,89,1449281,10,33,3,3,5,,,,,,,
515,The question-and-answer session will be conducted electronically. ,171,89,1449281,10,38,4,4,66,,,,,,,
516,And our first question comes from Rick Dillman with Sanders.,172,90,1449281,9,0,0,0,60,,,,,,,
517,"Hi, thank – hello, can you hear me?",173,91,1449281,,0,0,0,37,,,,,,,
518,Hello?,173,91,1449281,,37,1,1,6,,,,,,,
519,"Yes, we can hear you.",174,92,1449281,10,0,0,0,21,,,,,,,
520,Okay.,175,93,1449281,,0,0,0,5,,,,,,,
521,"Yeah, hello.",176,94,1449281,10,0,0,0,12,,,,,,,
522,Thank you for taking my question.,177,95,1449281,,0,0,0,33,,,,,,,
523,My question is on your future production of the Grandeur model or the Azera as it's known in the U.S.,177,95,1449281,,33,1,1,101,,,,,,,
524,"I was wondering, you were just talking about increasing the brand quality in the U.S.",177,95,1449281,,134,2,2,85,,,,,,,
525,production.,177,95,1449281,,219,3,3,11,,,,,,,
526,Might you produce this car in the United States or just what is your launch schedule and – for that and do you expect it to gain share as it has in Korea?,177,95,1449281,,230,4,4,156,,,,,,,
527,"For the Azera, we don't have the plan to produce in the U.S.",178,96,1449281,,0,0,0,60,,,,,,,
528,factory.,178,96,1449281,,60,1,1,8,,,,,,,
529,So that will be exported from our Korean factory to the U.S.,178,96,1449281,,68,2,2,60,,,,,,,
530,market.,178,96,1449281,,128,3,3,7,,,,,,,
531,"And then vehicle plan, we are launching this vehicle 2012 to all of the 2012.",178,96,1449281,,135,4,4,77,,,,,,,
532,Do you have any volume expectations for the model?,179,97,1449281,,0,0,0,50,,,,,,,
533,"I can say the – for the 2012, the – we expect around...",180,98,1449281,,0,0,0,59,,,,,,,
534,"10,000.",181,99,1449281,10,0,0,0,7,,,,,,,
535,"...10,000 units in the U.S.",182,100,1449281,,0,0,0,27,,,,,,,
536,market.,182,100,1449281,,27,1,1,7,,,,,,,
537,The segment itself is not that big for this Azera model.,183,101,1449281,,0,0,0,56,,,,,,,
538,So the volume will not be such big as the other – the major models.,183,101,1449281,,56,1,1,69,,,,,,,
539,Can you elaborate then on the margin impact you're expecting on the brand quality and pricing?,184,102,1449281,,0,0,0,94,,,,,,,
540,Will it continue to just be the Elantra and the Sonata then in the U.S.,184,102,1449281,,94,1,1,71,,,,,,,
541,plant?,184,102,1449281,,165,2,2,6,,,,,,,
542,Yes.,185,103,1449281,,0,0,0,4,,,,,,,
543,"Well, as – since our – the brand values have been increased since the last year dramatically, so we are looking for a chance to enhance our – the price in the market.",185,103,1449281,,4,1,1,172,,,,,,,
544,"So we cannot say when and how much, but yes, we are looking for the availability to increase the price.",185,103,1449281,,176,2,2,103,,,,,,,
545,Okay.,186,104,1449281,,0,0,0,5,,,,,,,
546,Thank you.,186,104,1449281,,5,1,1,10,,,,,,,
547,"
            ",187,105,1449281,,0,0,0,13,,,,,,,
548,We have no additional questions. ,188,106,1449281,9,0,0,0,33,,,,,,,
549,"Well, I guess it was pretty straightforward.",189,107,1449281,10,0,0,0,44,,,,,,,
550,Thank you very much for joining today's conference call.,189,107,1449281,10,44,1,1,56,,,,,,,
551,"If you have any further questions, please contact HMC's IR team or myself.",189,107,1449281,10,100,2,2,74,,,,,,,
552,Thank you very much.,189,107,1449281,10,174,3,3,20,,,,,,,
553,Have a great day.,189,107,1449281,10,194,4,4,17,,,,,,,
554,Bye-bye.,189,107,1449281,10,211,5,5,8,,,,,,,
555,Thank you.,190,108,1449281,11,0,0,0,10,,,,,,,
556,"Bye, bye.",190,108,1449281,11,10,1,1,9,,,,,,,
557,"Thank you, everyone.",191,109,1449281,9,0,0,0,20,,,,,,,
558,That concludes today's conference.,191,109,1449281,9,20,1,1,34,,,,,,,
559,Thank you everyone for joining us today.,191,109,1449281,9,54,2,2,40,,,,,,,
560,Good day everyone.,192,110,1472171,12,0,0,0,18,,,,,,,
561,We will now begin our conference.,192,110,1472171,12,18,1,1,33,,,,,,,
562,I would like to turn the conference over to our moderator Mr.,192,110,1472171,12,51,2,2,61,,,,,,,
563,"Sung-Yop Chung of Daiwa Capital Markets, Korea.",192,110,1472171,12,112,3,3,47,,,,,,,
564,"Please go ahead, Mr.",192,110,1472171,12,159,4,4,20,,,,,,,
565,Chung.,192,110,1472171,12,179,5,5,6,,,,,,,
566,Hello.,193,111,1472171,13,0,0,0,6,,,,,,,
567,This is SY Chung at Daiwa Capital Markets.,193,111,1472171,13,6,1,1,42,,,,,,,
568,Thanks for joining the call.,193,111,1472171,13,48,2,2,28,,,,,,,
569,"As you are probably well aware, Hyundai actually posted stronger than expected first quarter earnings.",193,111,1472171,13,76,3,3,102,,,,,,,
570,And so let's hear more about it from Hyundai Motor Company.,193,111,1472171,13,178,4,4,59,,,,,,,
571,Let me pass this onto to Mr.,193,111,1472171,13,237,5,5,28,,,,,,,
572,Kang at HMC.,193,111,1472171,13,265,6,6,12,,,,,,,
573,Mr Kang.,193,111,1472171,13,277,7,7,8,,,,,,,
574,Thank you.,194,112,1472171,14,0,0,0,10,,,,,,,
575,"Good evening, this is the conference call for Hyundai Motor Company, 2012 first quarter business results and I'm associate in the IR team of Hyundai Motor Company.",194,112,1472171,14,10,1,1,163,,,,,,,
576,We will just proceed the presentation and then this presentation will began with the brief explanation on sales results of first quarter 2012 and going into details of business results.,194,112,1472171,14,173,2,2,185,,,,,,,
577,Moving on to page 1.,195,112,1472171,14,0,0,3,20,,,,,,,
578,This is the summary for retail sales.,195,112,1472171,14,20,1,4,37,,,,,,,
579,The total global retail sales volume in first quarter 2012 increased by 11.5% and recorded a total of 1.019 million units.,195,112,1472171,14,57,2,5,122,,,,,,,
580,"Sales in domestic markets decreased by 7.1% and recorded 155,000 units.",195,112,1472171,14,179,3,6,71,,,,,,,
581,"In overseas markets, we know there are unstable global economic situations by the financial crisis in Europe and inflation risk in emerging markets.",196,112,1472171,14,0,0,7,148,,,,,,,
582,"Our overseas retail sales yet have reached 864,000 units, which represents about 15.6% increase.",196,112,1472171,14,148,1,8,96,,,,,,,
583,This was mainly supported from improving product competitiveness and successful introduction of strategic model in each market.,196,112,1472171,14,244,2,9,127,,,,,,,
584,The U.S.,197,112,1472171,14,0,0,10,8,,,,,,,
585,and China market increased by 14.7% and 6.8% respectively.,197,112,1472171,14,8,1,11,58,,,,,,,
586,Our sales in Europe maintained growth at 12.8% and rest of market also maintain its growth momentum.,197,112,1472171,14,66,2,12,100,,,,,,,
587,Now let's move to the next page for more details in major markets.,197,112,1472171,14,166,3,13,66,,,,,,,
588,"Page 2, sales results by key reasons.",197,112,1472171,14,232,4,14,37,,,,,,,
589,"Due to decreasing new models, maintenance of new Grandeur and new Avanti in the first quarter, the total sales in Korea market was 155,000 units, representing 7.1% decrease.",197,112,1472171,14,269,5,15,173,,,,,,,
590,"The industry demand sales in Korea market decreased by 8.6%, helping us to increase the market share to 46.7%.",197,112,1472171,14,442,6,16,110,,,,,,,
591,In U.S.,197,112,1472171,14,552,7,17,7,,,,,,,
592,market our Sonata and Elantra continues to experience a high level of customer demand.,197,112,1472171,14,559,8,18,86,,,,,,,
593,"Reflecting such events, our sales volumein  U.S.",197,112,1472171,14,645,9,19,48,,,,,,,
594,"is 164,000 units, representing 14.7% increase.",197,112,1472171,14,693,10,20,46,,,,,,,
595,"In recent VDF study from J. D. Power, we have received a highest score in history.",198,112,1472171,14,0,0,21,82,,,,,,,
596,Elantra also won the North America car for the year of 2012.,198,112,1472171,14,82,1,22,60,,,,,,,
597,"Such enactments reflect our value price strategies with strong product comparativeness, which allows us to – our sales to grow continuously with the lowest incentive spending in the industry.",198,112,1472171,14,142,2,23,193,,,,,,,
598,"In Europe, the industry demand itself decreased by 7.4%, yet our sales in Europe increased by 12.8%, contributing towards the outlook 110,000 units.",198,112,1472171,14,335,3,24,148,,,,,,,
599,"We increased our sales through selling ix20, ix35 and our European model such as ix40.",198,112,1472171,14,483,4,25,86,,,,,,,
600,Page three is the sales summary for wholesale.,199,112,1472171,14,0,0,26,46,,,,,,,
601,"Total wholesale is 1.07 million units, representing 6.7% increase compared to first quarter of last year.",199,112,1472171,14,46,1,27,105,,,,,,,
602,"Domestic production and sales order increased by 7.8% to 484,000 units.",199,112,1472171,14,151,2,28,71,,,,,,,
603,"Overseas production in sales order increased by 15.8%, contributing 589,000 units, supported by dealership plans stabilizing its operations.",199,112,1472171,14,222,3,29,140,,,,,,,
604,"In sales mix by segments, on the right hand side of this page, the higher oil price has increased the demand for small and fuel efficient cars which led our sales growth.",199,112,1472171,14,362,4,30,170,,,,,,,
605,The mix in all segments increased by 1% proportionally.,199,112,1472171,14,532,5,31,55,,,,,,,
606,The next part we'll go over our financial summary with the financial statements under new accounting standard K-IFRS.,200,112,1472171,14,0,0,32,117,,,,,,,
607,Page four is the consolidated payment of income under the,200,112,1472171,14,117,1,33,57,,,,,,,
608,K-IFRS.,201,112,1472171,14,0,0,34,7,,,,,,,
609,"With increase in the sales volume and product mix, sales in revenue of 2012 first quarter is KRW20.165 trillion.",201,112,1472171,14,7,1,35,112,,,,,,,
610,"Gross profit increased 11.6%, while cost savings from ongoing platform integration led to cost of goods sold to decrease by 0.2 percentage points.",201,112,1472171,14,119,2,36,146,,,,,,,
611,Proportion of cost of goods sold compared to sales revenue was 77%.,202,112,1472171,14,0,0,37,67,,,,,,,
612,"Proportion of SG&A in sales revenue was 12.6%, which was down by 0.8% compared to last year first quarter.",202,112,1472171,14,67,1,38,106,,,,,,,
613,"Our operating profit margin proportion was 11.3%, which was increased by 1.3 percentage point against last year.",202,112,1472171,14,173,2,39,112,,,,,,,
614,"With non-controlling interest, the recording and net profit increased by 27.7% and 30.6% respectively.",202,112,1472171,14,285,3,40,102,,,,,,,
615,It mainly benefited from increases in equity income.,202,112,1472171,14,387,4,41,52,,,,,,,
616,Financial results by business divisions is page five.,203,112,1472171,14,0,0,42,53,,,,,,,
617,"Automotive division's revenue was KRW17.25 trillion, up KRW1.7 trillion from last year first quarter, and the proportion in total revenue is comprised of 85.5%.",203,112,1472171,14,53,1,43,160,,,,,,,
618,Revenue in finance sector increased by KRW209 billion and revenue in rest and other sectors also increased by KRW14.8 billion.,203,112,1472171,14,213,2,44,126,,,,,,,
619,"As a result, total sales revenue increased by KRW1.93 trillion, contributing total of KRW20.17 trillion.",203,112,1472171,14,339,3,45,104,,,,,,,
620,Operating profit of automotive before consolidation adjustments was increased by KRW630 billion recorded at KRW2.14 trillion.,203,112,1472171,14,443,4,46,125,,,,,,,
621,"Finance and other divisions recorded KRW370 billion and KRW55 billion respectively and total operating profit as it applied to consolidation adjustments is resulted a KRW2.3 trillion, is up by KRW455 million from last year.",204,112,1472171,14,0,0,47,223,,,,,,,
622,"In page six, this is consolidated balance sheet under K-IFRS.",205,112,1472171,14,0,0,48,61,,,,,,,
623,"Cash and cash equivalents increased by KRW1.77 trillion, contributing to KRW17.2 trillion.",205,112,1472171,14,61,1,49,90,,,,,,,
624,"Short and long term debt increased KRW960 billion, resulting in net debt of KRW27.1 trillion.",205,112,1472171,14,151,2,50,93,,,,,,,
625,So current ratio and our debt to equity ratio was 147.7% and 104.4% respectively.,205,112,1472171,14,244,3,51,81,,,,,,,
626,"Page seven, it's the cash flow under on the K-IFRS.",206,112,1472171,14,0,0,52,51,,,,,,,
627,"With increase in the net income from strong sales performance and cash flow from depreciation and amortizations, KRW3.675 trillion as increased in cash flow while increased intangible and intangible assets and dividend payments decreased to the cash flow by KRW2.15 trillion.",206,112,1472171,14,51,1,53,275,,,,,,,
628,"However, the ending cash balance was increased by KRW1.5 trillion contributing total amount of KRW7.29 trillion.",206,112,1472171,14,326,2,54,112,,,,,,,
629,Page eight is a revenue analysis.,207,112,1472171,14,0,0,55,33,,,,,,,
630,Revenue for this quarter increased by 10.6% and recorded at KRW22.7 trillion.,207,112,1472171,14,33,1,56,77,,,,,,,
631,"Even if some negative factors such as strong yuan against the USD or euro, revenues increased by KRW1.93 trillion, supported by strong sales volumes and improvement in product mix.",207,112,1472171,14,110,2,57,180,,,,,,,
632,COGS results in SG&A is in page nine.,208,112,1472171,14,0,0,58,37,,,,,,,
633,"Despite the high low material cost, our customer sales as a percentage total revenue is decreased to 77% compared to last year fourth quarter.",208,112,1472171,14,37,1,59,142,,,,,,,
634,And the result of cost savings from platform integrations.,208,112,1472171,14,179,2,60,58,,,,,,,
635,Selling and administration expenses increased by 1.2% contributing to KRW2.36 trillion.,208,112,1472171,14,237,3,61,87,,,,,,,
636,"The proportion of SG&A cost and total revenue is 11.7%, which is down by 1.1 percentage point from last year.",208,112,1472171,14,324,4,62,109,,,,,,,
637,"Marketing expenses was reduced by 1.1 percentage point, as improvements in brand recognitions and product strength of new models.",209,112,1472171,14,0,0,63,129,,,,,,,
638,Those things are lessons the need for maintain marketing expenses at high level.,209,112,1472171,14,129,1,64,80,,,,,,,
639,"
            ",210,112,1472171,14,0,0,65,13,,,,,,,
640,Thanks.,211,113,1472171,13,0,0,0,7,,,,,,,
641,The question-and-answer session will be conducted electronically.,211,113,1472171,13,7,1,1,65,,,,,,,
642,"So if you would like to ask a question please press star one on your telephone at this time, again that is star one if you would like to ask a question.",211,113,1472171,13,72,2,2,152,,,,,,,
643,I will now pause a moment to allow everyone a chance to signal.,211,113,1472171,13,224,3,3,63,,,,,,,
644,"Operator, please go head.",211,113,1472171,13,287,4,4,25,,,,,,,
645,Thank you gentlemen.,212,114,1472171,15,0,0,0,20,,,,,,,
646,We'll take our first question today from ,212,114,1472171,15,20,1,1,41,,,,,,,
647,"Hi, thanks for taking my question.",213,115,1472171,,0,0,0,34,,,,,,,
648,"I was wondering if you could comment on the sustainability, I'm mean you just did Hyundai Kia sales but on the equity earnings just if you have any guidance for what we can expect going forward and what the major drivers are in a normal quarter?",213,115,1472171,,34,1,1,245,,,,,,,
649,Hold a second please.,214,116,1472171,14,0,0,0,21,,,,,,,
650,"During the first quarter, as our equity income we've got KRW779 billion among KRW779 billion, KRW172 billion was come as a one-time gaining through the start of the Kia so the less of the amount is the KRW600 – almost KRW650 billion Korean won is the actual equity income in first quarter of 2012.",214,116,1472171,14,21,1,1,299,,,,,,,
651,And then the most of our equity income is related really to the Kia Motors and our Chinese operation and in the Beijing Automotive.,214,116,1472171,14,320,2,2,131,,,,,,,
652,At this time though it is a bit hard to give to you some detail about those kind of numbers because of the Kia Motors they will announce their reserves today.,214,116,1472171,14,451,3,3,158,,,,,,,
653,"So after they announce their reserves, we think to give to you more detailed information about our equity income.",214,116,1472171,14,609,4,4,113,,,,,,,
654,Okay.,215,117,1472171,,0,0,0,5,,,,,,,
655,Thank you.,215,117,1472171,,5,1,1,10,,,,,,,
656,"And then also there's been some commentary about the warranty expense declining to 1% of sales, down from somewhere around 1.5% for most quarters last year, can you comment on what's driving the warranty expense down and if you expect that to stay well in that kind of a one-time event and what – just what your expectations are for warranty expense?",215,117,1472171,,15,2,2,352,,,,,,,
657,"For the warranty, the warranties are mostly related with the foreign currencies because we reseves some amountby the U. S. dollar and other currencies.",216,118,1472171,14,0,0,0,151,,,,,,,
658,And then one more – the important thing is the unit gain operations.,216,118,1472171,14,151,1,1,70,,,,,,,
659,"But at the first quarter, the Korean won appreciated around 1.3% against the U.S.",216,118,1472171,14,221,2,2,81,,,,,,,
660,dollars.,216,118,1472171,14,302,3,3,8,,,,,,,
661,So that's the one of the reasons why the won provisions are down from the normal seasons.,216,118,1472171,14,310,4,4,89,,,,,,,
662,"And then I just want to emphasize the one thing at the first quarter of 2011, there was the one-off spend of course for the warranty because of the -- at the initial stage of the 2011 re-audit, IFRS rules, on the IFRS, we had to consider some more amount because we have to cover some ",216,118,1472171,14,399,5,5,285,,,,,,,
663,So even though there was just – did you just say you had a 1.3% won appreciation created a meaningful difference?,217,119,1472171,,0,0,0,115,,,,,,,
664,"First quarter, yes, that's the one thing.",218,120,1472171,14,0,0,0,41,,,,,,,
665,And then there are some other factors.,218,120,1472171,14,41,1,1,38,,,,,,,
666,At the first quarter of the 2011 there was this something a one-time spending.,218,120,1472171,14,79,2,2,78,,,,,,,
667,Yeah.,219,121,1472171,,0,0,0,5,,,,,,,
668,And then the – something seasonality can be the one of the reason why there was something low warranties.,220,122,1472171,14,0,0,0,107,,,,,,,
669,Okay.,221,123,1472171,,0,0,0,5,,,,,,,
670,And then I'd also like to ask you've been running at well in excess of stated capacity.,221,123,1472171,,5,1,1,87,,,,,,,
671,I guess there's kind of two questions that come to mind from that.,221,123,1472171,,92,2,2,66,,,,,,,
672,Can you – is there anything that you are doing or plan to do to increase the high-end model so you can improve your mix further given your capacity or just what do you think the actual maximum capacity that you'll likely run at for the remainder of this year will be?,221,123,1472171,,158,3,3,269,,,,,,,
673,Hold a second please.,222,124,1472171,14,0,0,0,21,,,,,,,
674,At the first quarter our utilization on a global basis is 109% but still our inventory level is only 1.9 months ,222,124,1472171,14,21,1,1,112,,,,,,,
675,And do you have any ability to increase the number of options that customers might take on the average vehicle and you might get that would be showing up then average price.,223,125,1472171,,0,0,0,173,,,,,,,
676,"I don't know because you do offer quite a few options as standard versus competition, but is there any ability to increase price in that way, just the same model but better options?",223,125,1472171,,173,1,1,181,,,,,,,
677,"Yes, we showed a certain kind of trend, even the motors are same, there were some change because of the customer they started to order some more options at each motors.",224,126,1472171,14,0,0,0,168,,,,,,,
678,"So because of that during 2011, from the first quarter to the second quarter and third quarters, our ASP for the exports from the Korean factory was gradually increased from the US$13,500 to the US$16,300.",224,126,1472171,14,168,1,1,205,,,,,,,
679,"So that can be the – one of the reason how we can improve the ASP through the option changes and there can be some of the mixture of the model mix changes also, but anyway though we can see those kind of trends so that we increased our ASP can be gradually improved to find options with changes.",224,126,1472171,14,373,2,2,297,,,,,,,
680,Thank you.,225,127,1472171,,0,0,0,10,,,,,,,
681,That answers my questions.,225,127,1472171,,10,1,1,26,,,,,,,
682,I appreciate it.,225,127,1472171,,36,2,2,16,,,,,,,
683,"
            ",226,128,1472171,15,0,0,0,13,,,,,,,
684,"Yes, hi.",227,129,1472171,16,0,0,0,8,,,,,,,
685,"Thanks, thanks for the call.",227,129,1472171,16,8,1,1,28,,,,,,,
686,"Yeah, I have a couple of  questions.",227,129,1472171,16,36,2,2,36,,,,,,,
687,"And first, could you update us on your capacity expansion plans, I know you are adding a plant in China, Brazil and probably somewhere else?",227,129,1472171,16,72,3,3,140,,,,,,,
688,That's the first question.,227,129,1472171,16,212,4,4,26,,,,,,,
689,"The Chinese plant is coming up in second half of 2012, but though we need some kind of wrap up here so we're only expecting about 100,000 units this year, but at full capacity will be 200,000 for 2013. ",228,130,1472171,14,0,0,0,202,,,,,,,
690,Okay.,229,131,1472171,16,0,0,0,5,,,,,,,
691,"Second question, in your sales, to your retails sales, the other region you experienced the 21.3% increase, I wonder if you could tell us where -- which areas you had this highest growth in this part?",229,131,1472171,16,5,1,1,200,,,,,,,
692,Next question.,229,131,1472171,16,205,2,2,14,,,,,,,
693,"Hold a  second, please.",230,132,1472171,14,0,0,0,23,,,,,,,
694,Sure.,231,133,1472171,16,0,0,0,5,,,,,,,
695,"Among that other market, I just ",232,134,1472171,14,0,0,0,32,,,,,,,
696,"And then, Russia, last year, our Russian factory was started from the January.",233,134,1472171,14,0,0,1,78,,,,,,,
697,"So during the first quarter there the utilization was just to under 60% levels, but nowadays they're utilizations is over 100%.",233,134,1472171,14,78,1,2,127,,,,,,,
698,So -- was growing more than the 63% in 2012.,233,134,1472171,14,205,2,3,44,,,,,,,
699,So those three areas are the main drivers.,233,134,1472171,14,249,3,4,42,,,,,,,
700,We can improve with our service from the other leasing.,233,134,1472171,14,291,4,5,55,,,,,,,
701,How was Brazil in the first quarter?,234,135,1472171,16,0,0,0,36,,,,,,,
702,"Well, there is something instruction because they are increasing their ITI, I mean, their industry tax for the vehicle that importing from the outside of the Brazilian area.",235,136,1472171,14,0,0,0,173,,,,,,,
703,"So our sales in the first quarter, it's only 15,000 units, but last year same season, I mean, first quarter 2011 the sales was 19,000.",235,136,1472171,14,173,1,1,134,,,,,,,
704,So our market share was dropped from 2.5% to 1.9%.,235,136,1472171,14,307,2,2,50,,,,,,,
705,But as you can see the amount of sales was very low.,235,136,1472171,14,357,3,3,52,,,,,,,
706,So they were not able to ask any big effect from that.,235,136,1472171,14,409,4,4,54,,,,,,,
707,"Good day everyone, we will now begin our conference.",236,137,1493507,17,0,0,0,52,,,,,,,
708,"I would like to turn the conference over to our moderator, Mr.",236,137,1493507,17,52,1,1,62,,,,,,,
709,SY Chung of Daiwa Capital Markets Korea.,236,137,1493507,17,114,2,
