"base";"openSameDay";"CloseSameDay";"OpenNextDay";"NextWeekAvg";"change";;;;;
100;100.152055676;99.947365343;100.093572724;99.2046318498;0.146207381;;;;;
100;101.972338344;101.483145068;101.629903051;99.5508316286;0.146757983;;;;;
100;97.621407334;99.4549058474;99.3062438057;102.708952759;0.1486620417;;;;;
100;100.956959465;101.438457997;101.289027418;98.3004158396;0.149430579;;;;;
100;97.2432034467;96.583317427;96.7332915224;96.963251802;0.1499740954;;;;;
100;99.4421326993;98.2852439526;98.4361424848;103.457710305;0.1508985322;;;;;
100;96.2176141874;103.355193276;103.202789452;98.9058483043;0.152403824;;;;;
100;98.8086895585;98.0422214436;98.1955150666;98.7167133847;0.153293623;;;;;
100;99.3576516397;99.2422387764;99.0883549587;98.2804649157;0.1538838177;;;;;
100;99.4493762126;98.6266922468;98.7816906752;99.0598929824;0.1549984284;;;;;
100;99.9923062127;98.2432519074;98.3984099506;98.873287598;0.1551580432;;;;;
100;98.3946141895;97.4106680476;97.5660279648;102.34766097;0.1553599172;;;;;
100;100.843828181;103.144920776;102.989441547;99.5999943462;0.155479229;;;;;
100;100.897603146;98.9115831695;98.7558168967;100.418621858;0.1557662728;;;;;
100;101.142857143;99.8441558442;100;99.7445887446;0.1558441558;;;;;
100;101.548958795;99.8918918919;100.04785113;99.781420765;0.1559592381;;;;;
100;100.585264793;100.21494238;100.058267513;100.753808969;0.156674867;;;;;
100;103.924285602;101.571282909;101.414416063;102.460195038;0.156866846;;;;;
100;100.390107727;93.8549085573;94.0123832361;92.4507593381;0.1574746788;;;;;
100;95.2456418384;100.158478605;100.316957211;103.759464694;0.158478606;;;;;
100;102.253913169;99.3312366699;99.1721794455;98.7645953078;0.1590572244;;;;;
100;103.854454858;103.12151455;102.962179701;102.308906818;0.159334849;;;;;
100;101.275013796;101.30696175;101.14722198;99.3741105399;0.15973977;;;;;
100;100.58758722;100.722242625;100.560656139;99.9457297915;0.161586486;;;;;
100;98.2742348658;101.510044492;101.348254011;100.521324884;0.161790481;;;;;
100;99.7128129602;99.1863033873;99.0243004418;98.4201644575;0.1620029455;;;;;
100;99.2031636477;99.5127153161;99.6756372469;98.5053147109;0.1629219308;;;;;
100;102.601972543;101.129999504;100.966446945;98.376864747;0.163552559;;;;;
100;100.871216352;98.7006217655;98.8644402249;99.7313129057;0.1638184594;;;;;
100;102.44236187;99.7861208532;99.6216868855;99.2675214167;0.1644339677;;;;;
100;98.6415488482;96.5374911125;96.3713812913;100.73407118;0.1661098212;;;;;
100;99.0520002033;100.030498653;99.8627560616;100.15164608;0.1677425914;;;;;
100;100.677839725;102.038602972;102.206368304;100.882886242;0.167765332;;;;;
100;98.556532962;101.470638182;101.302516727;100.875986369;0.168121455;;;;;
100;100.710940396;104.31618316;104.147713872;100.907487898;0.168469288;;;;;
100;99.0214352283;101.662006834;101.83286735;99.0473231853;0.170860516;;;;;
100;103.028711485;100.033068783;99.8618892001;97.9789137877;0.1711795829;;;;;
100;97.0780692312;98.3400373916;98.5114157838;101.126234585;0.1713783922;;;;;
100;104.716981132;98.5706117782;98.7421383648;98.5991995426;0.1715265866;;;;;
100;101.198946499;102.205275365;102.378238138;101.276255618;0.172962773;;;;;
100;101.614524809;101.495258935;101.66873657;97.7130850763;0.173477635;;;;;
100;102.884881013;103.60116816;103.427522791;100.464698686;0.173645369;;;;;
100;98.0758361593;96.6404016224;96.8141166301;100.471274686;0.1737150077;;;;;
100;101.714086835;98.1466979901;97.972679022;98.7035586879;0.1740189681;;;;;
100;101.544253495;101.369958518;101.544253495;99.8826413823;0.174294977;;;;;
100;102.876234747;100.813480535;100.639163277;97.3271353864;0.174317258;;;;;
100;95.7221419255;100.72443332;100.549934783;100.517620239;0.174498537;;;;;
100;100.052350207;101.384900931;101.559401621;100.221562997;0.17450069;;;;;
100;102.512636796;102.600971684;102.424301909;98.9645188202;0.176669775;;;;;
100;100.519746844;100.02474985;100.201534491;100.690638664;0.176784641;;;;;
100;100.180431249;100.455544241;100.278685889;100.324538054;0.176858352;;;;;
100;100.631585731;102.75835401;102.58112332;100.47207811;0.17723069;;;;;
100;100.082555016;101.579634786;101.757066463;99.6870302373;0.177431677;;;;;
100;100.044741617;101.097412443;100.919688797;101.138425592;0.177723646;;;;;
100;98.0078263963;97.1896122376;97.3674848808;96.1460927309;0.1778726432;;;;;
100;99.9180415494;97.5305562484;97.3523857036;96.3973915832;0.1781705448;;;;;
100;101.930271648;98.7393591064;98.9182887817;98.5306078187;0.1789296753;;;;;
100;101.136961629;102.188688195;102.368052416;100.441245865;0.179364221;;;;;
100;98.012244898;100.459183673;100.63877551;101.027891156;0.179591837;;;;;
100;101.091602014;100.612494896;100.792160065;100.028583095;0.179665169;;;;;
100;100.870870871;100.750750751;100.570570571;103.243243243;0.18018018;;;;;
100;96.8338154934;98.0593056895;98.2401157184;100.229026037;0.1808100289;;;;;
100;100.365955288;100.11232291;99.931156926;100.686015194;0.181165984;;;;;
100;101.58034684;100.200678964;100.384634681;99.1674610209;0.183955717;;;;;
100;97.9036026067;101.31562769;101.131193901;102.898684372;0.184433789;;;;;
100;110.91332243;105.216589089;105.401098671;98.8856040592;0.184509582;;;;;
100;96.6874748288;96.9458987784;97.1304873137;100.120821587;0.1845885353;;;;;
100;105.099070861;102.451584014;102.26687563;103.210940707;0.184708384;;;;;
100;99.7687802738;100.084386761;99.8987358863;97.0273356849;0.1856508747;;;;;
100;100.65457012;96.849245379;97.0357809055;98.9819682324;0.1865355265;;;;;
100;101.979020223;101.81680545;102.006056018;100.667784146;0.189250568;;;;;
100;102.821110607;100.893429926;101.082755707;99.2554750617;0.189325781;;;;;
100;99.0356134188;96.6108700145;96.8003030929;96.5982411426;0.1894330784;;;;;
100;102.775313648;104.486123432;104.296033456;96.9458877202;0.190089976;;;;;
100;98.70980777;101.376782313;101.567280494;99.7310896881;0.190498181;;;;;
100;99.2698822053;99.5190632188;99.3273855161;100.100485584;0.1916777027;;;;;
100;101.068470718;105.247050296;105.438999181;104.20117496;0.191948885;;;;;
100;99.9883163921;99.0672586361;98.8744791058;98.6709896016;0.1927795303;;;;;
100;97.1898392441;97.7490664937;97.5562295111;105.758229172;0.1928369826;;;;;
100;101.964229242;100.881970554;101.075231034;99.8834580742;0.19326048;;;;;
100;100.106760105;101.958637303;102.154364161;101.110487583;0.195726858;;;;;
100;98.9050120182;100.635033681;100.830885189;103.507522478;0.195851508;;;;;
100;99.5220691594;98.7630025302;98.9597975822;101.836753819;0.196795052;;;;;
100;104.660616581;99.7165395856;99.9143026654;99.404513393;0.1977630798;;;;;
100;102.613271816;98.4897091158;98.2914609091;97.4456018936;0.1982482067;;;;;
100;101.639217506;99.654630274;99.8530889971;100.637473474;0.1984587231;;;;;
100;100.180820927;97.7939846905;97.9928877102;101.5096036;0.1989030197;;;;;
100;102.841735337;100.309015996;100.109064469;99.4981014704;0.199951527;;;;;
100;100.417019019;101.219552637;101.420186042;98.784592681;0.200633405;;;;;
100;101.226544012;100.786588008;100.98823451;100.875190259;0.201646502;;;;;
100;101.991564277;102.354667156;102.556390977;101.144324225;0.201723821;;;;;
100;99.5743587862;98.2020328037;98.0002201592;100.882777431;0.2018126445;;;;;
100;100.650290678;100.448080149;100.650290678;100.178466111;0.202210529;;;;;
100;99.1334106088;99.5197880444;99.7221762249;101.01010101;0.2023881805;;;;;
100;100.418788734;101.836227527;101.63373627;100.536908633;0.202491257;;;;;
100;98.3088726586;99.1578923116;99.3606432735;99.219139998;0.2027509619;;;;;
100;98.0214191585;97.2659947659;97.0618260111;99.5969213827;0.2041687548;;;;;
100;99.1630921298;99.7785341291;99.9836814621;99.7571646152;0.205147333;;;;;
100;98.3414431521;100.55186328;100.759553762;100.457908062;0.207690482;;;;;
100;100.10534846;101.264181524;101.472177202;102.036736899;0.207995678;;;;;
100;100.727713766;99.4286808592;99.2180268743;103.829008543;0.2106539849;;;;;
100;100.582010582;99.4708994709;99.6825396825;99.3386243386;0.2116402116;;;;;
100;99.2193620209;99.2495979989;99.4612498454;100.013056445;0.2116518465;;;;;
100;99.6146435453;99.8265895954;99.6146435453;97.7424534361;0.2119460501;;;;;
100;99.565301391;98.9808732612;99.1933925811;99.6007212777;0.2125193199;;;;;
100;104.507379338;101.289722111;101.076984444;99.2066657803;0.212737667;;;;;
100;96.7458866545;97.7524464996;97.9653726207;96.9878481557;0.2129261211;;;;;
100;98.1019070322;98.2330154946;98.4460667461;98.4761124354;0.2130512515;;;;;
100;102.514792899;101.333122006;101.120033812;100.09656476;0.213088194;;;;;
100;99.3271173063;100.838762324;101.052800556;99.7351276872;0.214038232;;;;;
100;100.346191889;100.873722387;100.659413122;101.569403231;0.214309265;;;;;
100;102.12286909;99.0672241878;98.8527929667;99.1637182374;0.2144312211;;;;;
100;99.1532368205;99.2247759524;99.4393933482;100.300247569;0.2146173958;;;;;
100;102.497985496;103.357507387;103.142626914;107.053451518;0.214880473;;;;;
100;100.097712381;100.959880446;101.175422462;104.612599149;0.215542016;;;;;
100;95.3078986977;102.722334926;102.506380472;103.970071767;0.215954454;;;;;
100;101.088503909;101.449878447;101.233053724;100.209159202;0.216824723;;;;;
100;101.624995907;101.712302605;101.494035861;101.149174406;0.218266744;;;;;
100;99.1571246819;99.389047922;99.1703774385;102.499028131;0.2186704835;;;;;
100;104.956108266;100.566934894;100.347476225;98.8478419898;0.219458669;;;;;
100;100.422453222;101.812889813;101.593347193;102.206237006;0.21954262;;;;;
100;102.830605927;101.027455517;101.248596605;99.6938046474;0.221141088;;;;;
100;98.1704024479;99.3001365845;99.0788484547;100.472575448;0.2212881298;;;;;
100;98.3842520324;99.8033531332;99.5803515316;100.865651671;0.2230016016;;;;;
100;93.2789531821;95.5782139519;95.8025320758;90.8613022913;0.2243181239;;;;;
100;105.704133159;100.766785113;100.991210024;94.9990648962;0.224424911;;;;;
100;100.397181643;99.8286134008;99.6041785685;99.3298693291;0.2244348323;;;;;
100;100.423158018;102.082113155;101.856624107;100.764075983;0.225489048;;;;;
100;100.97711494;101.825662124;102.051941373;98.3560469701;0.226279249;;;;;
100;102.073949098;99.7453324208;99.9729415697;100.238485577;0.2276091489;;;;;
100;100.85988872;101.112797167;100.885179565;98.9124936773;0.227617602;;;;;
100;100.381464944;97.9093355413;98.1370316705;101.644636327;0.2276961292;;;;;
100;98.1303264717;99.8754425069;100.106201652;102.03400201;0.2307591451;;;;;
100;100.771066642;102.098140523;102.32893598;101.271123467;0.230795457;;;;;
100;99.8810040459;98.9724349372;98.7414427909;97.8457065793;0.2309921463;;;;;
100;98.1418111606;99.4035443232;99.1722265767;99.7189776138;0.2313177465;;;;;
100;101.656219449;100.433224069;100.201276669;101.64919074;0.2319474;;;;;
100;99.6624161166;99.3480667514;99.1157215685;100.361729559;0.2323451829;;;;;
100;99.9301730157;99.8137947087;99.5810380945;99.2836268653;0.2327566142;;;;;
100;100.809409607;100.65422868;100.887000071;101.068044485;0.232771391;;;;;
100;100.826212838;102.340936375;102.573970765;99.2791234141;0.23303439;;;;;
100;100.388468616;101.498378947;101.264713614;100.505301282;0.233665333;;;;;
